,Claim_ID,Food_ID,Receiver_ID,Status,Timestamp
249,250,475,201,Cancelled,3/19/2025 21:41
250,251,832,926,Cancelled,3/1/2025 15:16
251,252,544,242,Completed,3/20/2025 3:22
252,253,323,863,Cancelled,3/10/2025 10:56
253,254,940,1,Completed,3/4/2025 3:59
254,255,256,438,Pending,3/18/2025 17:31
255,256,822,47,Completed,3/19/2025 8:03
256,257,191,555,Completed,3/4/2025 2:28
257,258,520,939,Cancelled,3/3/2025 6:16
258,259,467,517,Pending,3/7/2025 13:30
259,260,137,173,Pending,3/5/2025 15:11
260,261,602,735,Pending,3/13/2025 13:58
261,262,188,706,Completed,3/16/2025 0:40
262,263,22,800,Completed,3/16/2025 9:37
263,264,496,59,Cancelled,3/3/2025 13:21
264,265,92,103,Cancelled,3/15/2025 7:39
265,266,367,376,Completed,3/2/2025 7:07
266,267,518,382,Cancelled,3/11/2025 1:30
267,268,738,317,Pending,3/16/2025 11:58
268,269,73,880,Completed,3/13/2025 14:01
269,270,568,477,Completed,3/17/2025 9:23
270,271,160,442,Cancelled,3/6/2025 12:00
271,272,417,906,Cancelled,3/18/2025 4:45
272,273,870,172,Pending,3/19/2025 0:34
273,274,304,481,Pending,3/15/2025 22:55
274,275,906,849,Completed,3/2/2025 11:36
275,276,786,538,Completed,3/16/2025 11:54
276,277,766,109,Completed,3/9/2025 12:24
277,278,258,360,Pending,3/14/2025 3:18
278,279,531,808,Pending,3/13/2025 17:05
279,280,150,282,Cancelled,3/1/2025 12:21
280,281,483,718,Cancelled,3/12/2025 17:17
281,282,161,298,Cancelled,3/14/2025 7:06
282,283,97,102,Pending,3/7/2025 8:11
283,284,554,702,Pending,3/19/2025 8:45
284,285,387,213,Completed,3/18/2025 14:32
285,286,335,602,Pending,3/18/2025 20:45
286,287,952,42,Cancelled,3/18/2025 2:15
287,288,63,964,Completed,3/19/2025 2:29
288,289,573,86,Pending,3/17/2025 2:03
289,290,664,500,Cancelled,3/8/2025 12:13
290,291,886,375,Completed,3/6/2025 7:49
291,292,190,413,Completed,3/13/2025 20:27
292,293,721,837,Completed,3/9/2025 13:31
293,294,662,118,Pending,3/18/2025 6:45
294,295,25,493,Pending,3/13/2025 18:39
295,296,940,158,Cancelled,3/7/2025 18:01
296,297,494,454,Completed,3/14/2025 17:04
297,298,96,595,Cancelled,3/19/2025 6:08
298,299,911,319,Pending,3/1/2025 3:03
299,300,81,645,Pending,3/14/2025 16:21
300,301,489,287,Cancelled,3/2/2025 7:53
301,302,633,774,Pending,3/3/2025 18:50
302,303,358,66,Cancelled,3/3/2025 12:42
303,304,763,883,Pending,3/12/2025 0:49
304,305,464,759,Pending,3/17/2025 18:55
305,306,651,703,Pending,3/5/2025 0:09
306,307,610,34,Pending,3/13/2025 21:15
307,308,227,6,Completed,3/17/2025 18:23
308,309,6,514,Cancelled,3/14/2025 2:19
309,310,107,997,Cancelled,3/8/2025 21:25
310,311,294,187,Cancelled,3/6/2025 21:22
311,312,904,199,Completed,3/8/2025 12:44
312,313,143,880,Cancelled,3/6/2025 10:07
313,314,657,488,Cancelled,3/19/2025 12:18
314,315,254,854,Completed,3/5/2025 22:09
315,316,896,417,Completed,3/10/2025 22:44
316,317,747,660,Pending,3/11/2025 5:40
317,318,861,735,Completed,3/4/2025 20:11
318,319,888,345,Pending,3/5/2025 5:34
319,320,241,815,Completed,3/12/2025 1:29
320,321,116,267,Completed,3/12/2025 18:14
321,322,256,824,Cancelled,3/5/2025 5:22
322,323,670,104,Completed,3/15/2025 13:58
323,324,777,503,Completed,3/3/2025 22:57
324,325,49,586,Completed,3/11/2025 14:05
325,326,690,649,Pending,3/14/2025 14:41
326,327,853,983,Completed,3/17/2025 16:49
327,328,577,183,Completed,3/6/2025 15:44
328,329,419,323,Pending,3/14/2025 3:09
329,330,275,354,Completed,3/1/2025 6:24
330,331,585,262,Cancelled,3/18/2025 18:37
331,332,460,32,Completed,3/3/2025 2:40
332,333,332,368,Completed,3/13/2025 8:50
333,334,447,811,Cancelled,3/18/2025 17:27
334,335,453,643,Cancelled,3/11/2025 19:10
335,336,164,185,Cancelled,3/17/2025 11:49
336,337,405,756,Completed,3/3/2025 19:58
337,338,609,301,Pending,3/21/2025 4:08
338,339,52,497,Completed,3/6/2025 23:14
339,340,148,495,Completed,3/10/2025 23:31
340,341,386,473,Completed,3/10/2025 14:46
341,342,892,999,Cancelled,3/11/2025 6:57
342,343,553,62,Pending,3/18/2025 15:08
343,344,992,160,Cancelled,3/10/2025 21:51
344,345,223,440,Pending,3/17/2025 12:29
345,346,548,87,Pending,3/15/2025 6:06
346,347,564,283,Pending,3/11/2025 20:37
347,348,291,876,Cancelled,3/7/2025 5:24
348,349,262,245,Pending,3/5/2025 19:39
349,350,909,554,Completed,3/19/2025 18:27
350,351,528,936,Pending,3/2/2025 10:41
351,352,427,797,Completed,3/19/2025 7:00
352,353,730,258,Pending,3/7/2025 21:29
353,354,608,873,Pending,3/9/2025 15:33
354,355,398,880,Pending,3/8/2025 23:39
355,356,840,663,Cancelled,3/17/2025 6:07
356,357,536,704,Cancelled,3/8/2025 2:25
357,358,562,717,Completed,3/9/2025 12:56
358,359,107,531,Cancelled,3/14/2025 22:15
359,360,743,324,Cancelled,3/8/2025 0:38
360,361,882,809,Pending,3/8/2025 5:54
361,362,538,9,Cancelled,3/2/2025 9:04
362,363,687,131,Pending,3/13/2025 19:31
363,364,822,576,Completed,3/10/2025 21:47
364,365,207,152,Pending,3/7/2025 3:03
365,366,695,691,Pending,3/2/2025 18:29
366,367,262,688,Completed,3/7/2025 19:46
367,368,788,682,Pending,3/16/2025 11:59
368,369,84,105,Completed,3/10/2025 2:34
369,370,330,38,Cancelled,3/14/2025 17:07
370,371,677,658,Pending,3/20/2025 3:44
371,372,804,2,Cancelled,3/3/2025 9:19
372,373,866,420,Pending,3/19/2025 10:49
373,374,72,696,Pending,3/10/2025 14:14
374,375,342,908,Completed,3/14/2025 2:51
375,376,981,990,Pending,3/15/2025 21:23
376,377,901,190,Pending,3/8/2025 5:43
377,378,765,904,Completed,3/8/2025 13:50
378,379,271,249,Cancelled,3/14/2025 23:15
379,380,217,855,Pending,3/11/2025 18:33
380,381,926,96,Cancelled,3/9/2025 9:09
381,382,782,804,Cancelled,3/20/2025 5:46
382,383,920,673,Completed,3/9/2025 10:55
383,384,389,843,Completed,3/5/2025 23:56
384,385,594,494,Pending,3/3/2025 21:27
385,386,979,553,Cancelled,3/4/2025 9:36
386,387,94,547,Cancelled,3/19/2025 21:23
387,388,16,418,Completed,3/5/2025 1:43
388,389,151,965,Cancelled,3/4/2025 19:08
389,390,398,414,Completed,3/10/2025 18:36
390,391,807,950,Completed,3/4/2025 20:52
391,392,116,600,Completed,3/8/2025 21:48
392,393,390,684,Pending,3/21/2025 0:15
393,394,211,697,Pending,3/5/2025 16:12
394,395,681,785,Cancelled,3/16/2025 12:18
395,396,50,436,Completed,3/16/2025 23:56
396,397,45,435,Pending,3/4/2025 14:58
397,398,548,459,Pending,3/6/2025 17:22
398,399,947,241,Pending,3/6/2025 19:27
399,400,373,613,Completed,3/15/2025 12:26
400,401,174,595,Pending,3/11/2025 0:28
401,402,379,872,Pending,3/8/2025 0:59
402,403,141,693,Pending,3/2/2025 8:42
403,404,475,63,Cancelled,3/12/2025 23:03
404,405,548,858,Completed,3/18/2025 2:49
405,406,606,833,Pending,3/5/2025 8:16
406,407,722,935,Pending,3/12/2025 18:28
407,408,730,390,Pending,3/8/2025 8:56
408,409,995,159,Cancelled,3/8/2025 21:36
409,410,114,974,Cancelled,3/1/2025 15:29
410,411,525,406,Pending,3/18/2025 16:53
411,412,981,220,Cancelled,3/3/2025 11:44
412,413,88,791,Completed,3/10/2025 20:51
413,414,826,544,Cancelled,3/8/2025 19:31
414,415,485,144,Pending,3/11/2025 13:35
415,416,900,357,Cancelled,3/12/2025 7:04
416,417,716,972,Pending,3/14/2025 7:18
417,418,632,500,Cancelled,3/1/2025 16:52
418,419,221,869,Pending,3/11/2025 9:41
419,420,257,977,Cancelled,3/11/2025 4:00
420,421,572,173,Pending,3/8/2025 14:48
421,422,534,849,Completed,3/12/2025 10:29
422,423,915,344,Pending,3/21/2025 5:41
423,424,755,537,Cancelled,3/2/2025 13:00
424,425,797,237,Pending,3/1/2025 15:13
425,426,101,538,Completed,3/18/2025 7:28
426,427,412,811,Cancelled,3/17/2025 0:53
427,428,225,613,Completed,3/7/2025 15:13
428,429,528,299,Pending,3/14/2025 18:15
429,430,861,972,Pending,3/3/2025 1:58
430,431,115,679,Completed,3/20/2025 11:53
431,432,427,507,Pending,3/15/2025 13:30
432,433,245,6,Completed,3/14/2025 12:40
433,434,356,596,Completed,3/15/2025 21:14
434,435,129,531,Pending,3/14/2025 10:48
435,436,952,962,Completed,3/13/2025 3:13
436,437,230,628,Cancelled,3/15/2025 2:41
437,438,612,770,Pending,3/18/2025 13:00
438,439,480,432,Cancelled,3/4/2025 3:32
439,440,265,460,Cancelled,3/14/2025 21:06
440,441,968,483,Cancelled,3/8/2025 11:28
441,442,499,446,Cancelled,3/19/2025 16:01
442,443,879,124,Completed,3/5/2025 12:55
443,444,128,660,Cancelled,3/11/2025 3:57
444,445,602,485,Cancelled,3/19/2025 8:55
445,446,524,874,Cancelled,3/10/2025 21:31
446,447,801,616,Cancelled,3/13/2025 2:49
447,448,902,770,Cancelled,3/17/2025 11:37
448,449,865,493,Pending,3/17/2025 6:16
449,450,29,554,Cancelled,3/20/2025 20:03
450,451,683,216,Completed,3/13/2025 8:06
451,452,365,782,Cancelled,3/18/2025 16:04
452,453,531,468,Cancelled,3/12/2025 22:16
453,454,828,929,Completed,3/20/2025 5:18
454,455,984,665,Pending,3/6/2025 22:55
455,456,820,858,Pending,3/2/2025 16:44
456,457,79,508,Pending,3/5/2025 4:11
457,458,178,385,Completed,3/10/2025 3:13
458,459,329,74,Cancelled,3/13/2025 7:50
459,460,214,879,Completed,3/5/2025 20:10
460,461,492,322,Pending,3/4/2025 16:22
461,462,517,921,Completed,3/5/2025 21:04
462,463,615,269,Completed,3/18/2025 11:00
463,464,611,306,Completed,3/1/2025 3:32
464,465,632,266,Pending,3/19/2025 21:43
465,466,699,285,Pending,3/21/2025 4:34
466,467,216,353,Completed,3/13/2025 16:21
467,468,371,912,Completed,3/17/2025 17:09
468,469,404,565,Completed,3/15/2025 7:13
469,470,215,195,Cancelled,3/20/2025 13:44
470,471,11,337,Cancelled,3/21/2025 4:51
471,472,958,888,Pending,3/4/2025 21:52
472,473,593,258,Pending,3/14/2025 11:39
473,474,345,97,Cancelled,3/2/2025 6:57
474,475,260,901,Cancelled,3/18/2025 10:26
475,476,166,536,Pending,3/3/2025 13:34
476,477,65,301,Cancelled,3/11/2025 13:18
477,478,844,156,Cancelled,3/2/2025 20:18
478,479,216,923,Pending,3/21/2025 5:08
479,480,548,670,Pending,3/17/2025 23:08
480,481,144,423,Completed,3/10/2025 4:38
481,482,446,883,Completed,3/10/2025 17:30
482,483,674,223,Completed,3/13/2025 15:25
483,484,565,833,Cancelled,3/14/2025 13:15
484,485,321,505,Cancelled,3/6/2025 17:49
485,486,106,645,Cancelled,3/4/2025 11:54
486,487,654,968,Completed,3/10/2025 19:51
487,488,194,125,Pending,3/18/2025 6:30
488,489,969,99,Completed,3/10/2025 6:44
489,490,891,511,Pending,3/9/2025 11:20
490,491,1,574,Completed,3/8/2025 7:16
491,492,672,214,Pending,3/10/2025 9:41
492,493,74,294,Cancelled,3/18/2025 5:15
493,494,675,651,Cancelled,3/18/2025 7:39
494,495,665,878,Completed,3/17/2025 4:48
495,496,599,404,Pending,3/20/2025 15:31
496,497,606,269,Completed,3/6/2025 3:51
497,498,946,386,Pending,3/16/2025 15:13
498,499,921,77,Cancelled,3/4/2025 2:43
499,500,532,102,Completed,3/17/2025 5:29
500,501,202,671,Completed,3/12/2025 12:22
501,502,84,168,Completed,3/5/2025 1:43
502,503,717,917,Cancelled,3/13/2025 21:31
503,504,947,320,Completed,3/7/2025 3:28
504,505,919,762,Cancelled,3/10/2025 18:56
505,506,892,306,Completed,3/10/2025 5:39
506,507,217,370,Pending,3/20/2025 12:41
507,508,152,347,Pending,3/1/2025 4:09
508,509,134,600,Cancelled,3/17/2025 15:43
509,510,90,419,Pending,3/12/2025 9:35
510,511,199,446,Cancelled,3/1/2025 18:00
511,512,798,821,Cancelled,3/15/2025 19:57
512,513,73,283,Cancelled,3/5/2025 20:17
513,514,521,274,Cancelled,3/21/2025 0:05
514,515,930,45,Completed,3/19/2025 2:18
515,516,302,806,Completed,3/8/2025 9:58
516,517,806,872,Completed,3/19/2025 13:38
517,518,282,127,Pending,3/7/2025 20:37
518,519,406,960,Pending,3/6/2025 21:16
519,520,624,396,Completed,3/3/2025 9:53
520,521,295,327,Cancelled,3/16/2025 6:19
521,522,271,372,Pending,3/17/2025 21:36
522,523,744,676,Completed,3/13/2025 11:09
523,524,448,180,Completed,3/15/2025 4:57
524,525,22,438,Completed,3/15/2025 4:20
525,526,697,401,Pending,3/17/2025 18:51
526,527,340,572,Pending,3/19/2025 19:35
527,528,819,1,Completed,3/20/2025 13:45
528,529,515,399,Completed,3/7/2025 10:51
529,530,59,543,Completed,3/7/2025 3:12
530,531,592,894,Pending,3/10/2025 15:27
531,532,486,14,Cancelled,3/8/2025 2:33
532,533,275,410,Pending,3/13/2025 5:38
533,534,50,287,Cancelled,3/10/2025 15:47
534,535,663,329,Completed,3/21/2025 5:22
535,536,115,162,Cancelled,3/12/2025 14:24
536,537,39,259,Cancelled,3/20/2025 8:41
537,538,220,225,Cancelled,3/5/2025 4:18
538,539,64,119,Cancelled,3/8/2025 9:41
539,540,444,608,Cancelled,3/10/2025 4:11
540,541,261,705,Completed,3/11/2025 12:29
541,542,560,442,Completed,3/13/2025 22:53
542,543,657,748,Completed,3/12/2025 16:38
543,544,187,568,Cancelled,3/18/2025 2:56
544,545,463,292,Completed,3/9/2025 6:07
545,546,962,571,Completed,3/7/2025 17:55
546,547,509,886,Cancelled,3/6/2025 13:30
547,548,520,821,Completed,3/14/2025 21:01
548,549,954,703,Cancelled,3/10/2025 20:52
549,550,115,882,Pending,3/15/2025 2:55
550,551,837,742,Cancelled,3/13/2025 8:32
551,552,463,949,Pending,3/3/2025 8:58
552,553,215,503,Pending,3/4/2025 15:39
553,554,52,126,Completed,3/4/2025 7:19
554,555,253,946,Pending,3/1/2025 7:51
555,556,479,460,Completed,3/7/2025 18:19
556,557,324,31,Cancelled,3/6/2025 7:22
557,558,435,33,Completed,3/7/2025 7:04
558,559,714,935,Cancelled,3/9/2025 1:55
559,560,731,215,Cancelled,3/11/2025 6:42
560,561,269,859,Completed,3/7/2025 17:52
561,562,326,629,Pending,3/1/2025 9:12
562,563,622,371,Cancelled,3/2/2025 21:06
563,564,947,203,Cancelled,3/6/2025 13:30
564,565,801,473,Completed,3/12/2025 4:40
565,566,320,68,Cancelled,3/13/2025 1:43
566,567,924,974,Cancelled,3/10/2025 23:22
567,568,852,400,Completed,3/4/2025 2:45
568,569,59,401,Pending,3/2/2025 15:48
569,570,849,835,Completed,3/9/2025 3:28
570,571,408,789,Completed,3/3/2025 6:09
571,572,622,542,Completed,3/17/2025 23:13
572,573,229,505,Completed,3/12/2025 15:46
573,574,438,342,Completed,3/4/2025 2:02
574,575,636,413,Cancelled,3/1/2025 23:06
575,576,58,341,Completed,3/17/2025 2:11
576,577,486,412,Cancelled,3/16/2025 21:29
577,578,674,368,Pending,3/17/2025 6:50
578,579,559,342,Completed,3/19/2025 11:30
579,580,508,704,Pending,3/1/2025 4:45
580,581,734,706,Cancelled,3/9/2025 10:35
581,582,284,990,Completed,3/3/2025 6:53
582,583,925,144,Pending,3/3/2025 1:06
583,584,705,968,Cancelled,3/1/2025 12:04
584,585,373,926,Completed,3/19/2025 13:20
585,586,970,281,Completed,3/20/2025 6:59
586,587,560,637,Pending,3/10/2025 1:27
587,588,92,640,Cancelled,3/12/2025 5:36
588,589,619,90,Cancelled,3/13/2025 23:44
